word,part_of_speech,semantic_category,errors/0/misspelling,errors/0/error_type,errors/0/frequency,errors/0/severity,errors/0/affected_portion,errors/1/misspelling,errors/1/error_type,errors/1/frequency,errors/1/severity,errors/1/affected_portion,errors/2/misspelling,errors/2/error_type,errors/2/frequency,errors/2/severity,errors/2/affected_portion,errors/3/misspelling,errors/3/error_type,errors/3/frequency,errors/3/severity,errors/3/affected_portion,errors/4/misspelling,errors/4/error_type,errors/4/frequency,errors/4/severity,errors/4/affected_portion,errors/5/misspelling,errors/5/error_type,errors/5/frequency,errors/5/severity,errors/5/affected_portion
waridi,noun,colors,weridi,vowel substitution,12,1,a → e,warede,vowel substitution,15,1,i → e,ridi,syllable omission,3,4,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,13,5,a → e,warede,vowel substitution,7,5,i → e,ridi,syllable omission,5,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,12,1,a → e,warede,vowel substitution,6,3,i → e,ridi,syllable omission,3,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,12,1,a → e,warede,vowel substitution,15,1,i → e,ridi,syllable omission,8,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,22,1,a → e,warede,vowel substitution,19,5,i → e,ridi,syllable omission,6,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,20,3,a → e,warede,vowel substitution,21,5,i → e,ridi,syllable omission,8,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,11,1,a → e,warede,vowel substitution,24,2,i → e,ridi,syllable omission,2,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,24,1,a → e,warede,vowel substitution,13,1,i → e,ridi,syllable omission,9,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,7,4,a → e,warede,vowel substitution,12,1,i → e,ridi,syllable omission,1,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,16,5,a → e,warede,vowel substitution,15,3,i → e,ridi,syllable omission,8,2,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,24,5,a → e,warede,vowel substitution,22,1,i → e,ridi,syllable omission,5,4,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,14,3,a → e,warede,vowel substitution,19,3,i → e,ridi,syllable omission,3,3,wa,,,,,,,,,,,,,,,
waridi,noun,colors,weridi,vowel substitution,22,4,a → e,warede,vowel substitution,24,2,i → e,ridi,syllable omission,6,4,wa,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,9,1,ma → am,meme,vowel substitution,16,4,a → e,ma,syllable omission,8,5,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,9,4,ma → am,meme,vowel substitution,11,1,a → e,ma,syllable omission,3,3,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,6,4,ma → am,meme,vowel substitution,7,2,a → e,ma,syllable omission,10,2,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,11,4,ma → am,meme,vowel substitution,13,3,a → e,ma,syllable omission,4,4,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,10,1,ma → am,meme,vowel substitution,10,2,a → e,ma,syllable omission,8,4,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,4,3,ma → am,meme,vowel substitution,15,1,a → e,ma,syllable omission,4,5,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,12,3,ma → am,meme,vowel substitution,21,1,a → e,ma,syllable omission,3,5,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,12,1,ma → am,meme,vowel substitution,10,3,a → e,ma,syllable omission,1,4,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,15,1,ma → am,meme,vowel substitution,13,4,a → e,ma,syllable omission,2,4,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,3,1,ma → am,meme,vowel substitution,21,5,a → e,ma,syllable omission,5,2,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,5,2,ma → am,meme,vowel substitution,14,5,a → e,ma,syllable omission,2,3,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,4,3,ma → am,meme,vowel substitution,17,5,a → e,ma,syllable omission,1,4,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,4,1,ma → am,meme,vowel substitution,15,1,a → e,ma,syllable omission,5,2,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,14,4,ma → am,meme,vowel substitution,19,1,a → e,ma,syllable omission,10,5,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,8,4,ma → am,meme,vowel substitution,23,1,a → e,ma,syllable omission,7,2,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,6,1,ma → am,meme,vowel substitution,16,1,a → e,ma,syllable omission,7,5,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,3,4,ma → am,meme,vowel substitution,12,4,a → e,ma,syllable omission,10,3,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,12,2,ma → am,meme,vowel substitution,9,1,a → e,ma,syllable omission,7,3,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,10,1,ma → am,meme,vowel substitution,5,5,a → e,ma,syllable omission,1,2,ma,,,,,,,,,,,,,,,
mama,noun,family,amam,letter swap,11,2,ma → am,meme,vowel substitution,22,5,a → e,ma,syllable omission,3,4,ma,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,6,1,b → d,bebe,vowel substitution,6,1,a → e,ba,syllable omission,9,3,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,17,2,b → d,bebe,vowel substitution,14,5,a → e,ba,syllable omission,2,3,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,9,1,b → d,bebe,vowel substitution,15,4,a → e,ba,syllable omission,10,2,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,11,4,b → d,bebe,vowel substitution,9,1,a → e,ba,syllable omission,7,5,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,7,1,b → d,bebe,vowel substitution,12,2,a → e,ba,syllable omission,6,4,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,15,5,b → d,bebe,vowel substitution,7,1,a → e,ba,syllable omission,7,5,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,20,2,b → d,bebe,vowel substitution,23,1,a → e,ba,syllable omission,4,4,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,6,4,b → d,bebe,vowel substitution,22,4,a → e,ba,syllable omission,2,4,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,9,5,b → d,bebe,vowel substitution,21,2,a → e,ba,syllable omission,2,4,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,12,4,b → d,bebe,vowel substitution,13,2,a → e,ba,syllable omission,4,3,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,12,1,b → d,bebe,vowel substitution,19,4,a → e,ba,syllable omission,3,5,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,11,2,b → d,bebe,vowel substitution,15,4,a → e,ba,syllable omission,9,2,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,8,5,b → d,bebe,vowel substitution,12,5,a → e,ba,syllable omission,6,5,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,13,4,b → d,bebe,vowel substitution,18,1,a → e,ba,syllable omission,3,4,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,9,4,b → d,bebe,vowel substitution,22,5,a → e,ba,syllable omission,6,2,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,17,2,b → d,bebe,vowel substitution,18,1,a → e,ba,syllable omission,5,5,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,18,4,b → d,bebe,vowel substitution,20,2,a → e,ba,syllable omission,4,3,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,7,4,b → d,bebe,vowel substitution,22,4,a → e,ba,syllable omission,2,4,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,9,2,b → d,bebe,vowel substitution,19,2,a → e,ba,syllable omission,3,2,ba,,,,,,,,,,,,,,,
baba,noun,family,dada,letter reversal,12,4,b → d,bebe,vowel substitution,19,2,a → e,ba,syllable omission,10,2,ba,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,2,5,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,4,3,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,7,4,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,10,5,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,4,5,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,2,5,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,10,5,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,9,5,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,6,2,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,1,3,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,6,3,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,2,2,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,2,3,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,1,4,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,9,4,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,4,5,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,7,3,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,2,3,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,3,4,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mtoto,noun,family,oto,syllable omission,10,2,mt,,,,,,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,12,1,a → e,ana,syllable omission,10,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,21,3,a → e,ana,syllable omission,5,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,20,3,a → e,ana,syllable omission,7,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,7,5,a → e,ana,syllable omission,4,5,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,8,3,a → e,ana,syllable omission,6,4,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,18,3,a → e,ana,syllable omission,7,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,19,4,a → e,ana,syllable omission,7,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,17,2,a → e,ana,syllable omission,7,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,22,3,a → e,ana,syllable omission,5,5,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,11,4,a → e,ana,syllable omission,5,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,21,1,a → e,ana,syllable omission,2,5,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,15,1,a → e,ana,syllable omission,2,5,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,6,5,a → e,ana,syllable omission,4,5,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,8,5,a → e,ana,syllable omission,9,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,10,4,a → e,ana,syllable omission,8,4,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,12,5,a → e,ana,syllable omission,1,4,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,25,5,a → e,ana,syllable omission,3,3,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,15,4,a → e,ana,syllable omission,7,2,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,23,4,a → e,ana,syllable omission,5,5,mw,,,,,,,,,,,,,,,,,,,,
mwana,noun,family,mwene,vowel substitution,18,1,a → e,ana,syllable omission,9,5,mw,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,8,5,a → e,ka,syllable omission,8,5,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,19,3,a → e,ka,syllable omission,2,2,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,6,4,a → e,ka,syllable omission,4,2,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,18,2,a → e,ka,syllable omission,10,2,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,8,2,a → e,ka,syllable omission,4,5,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,18,4,a → e,ka,syllable omission,10,4,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,15,1,a → e,ka,syllable omission,6,3,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,13,3,a → e,ka,syllable omission,4,2,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,11,5,a → e,ka,syllable omission,1,2,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,9,2,a → e,ka,syllable omission,6,4,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,9,2,a → e,ka,syllable omission,2,5,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,13,1,a → e,ka,syllable omission,3,5,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,13,4,a → e,ka,syllable omission,5,4,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,11,4,a → e,ka,syllable omission,10,5,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,6,4,a → e,ka,syllable omission,9,3,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,15,5,a → e,ka,syllable omission,3,4,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,24,3,a → e,ka,syllable omission,7,5,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,21,3,a → e,ka,syllable omission,7,3,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,10,1,a → e,ka,syllable omission,7,3,ka,,,,,,,,,,,,,,,,,,,,
kaka,noun,family,keke,vowel substitution,18,1,a → e,ka,syllable omission,2,5,ka,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,14,5,a → e,da,syllable omission,10,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,10,4,a → e,da,syllable omission,5,5,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,21,4,a → e,da,syllable omission,10,3,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,18,3,a → e,da,syllable omission,7,2,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,25,3,a → e,da,syllable omission,2,3,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,23,3,a → e,da,syllable omission,1,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,15,2,a → e,da,syllable omission,3,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,18,3,a → e,da,syllable omission,6,3,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,16,2,a → e,da,syllable omission,3,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,10,1,a → e,da,syllable omission,8,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,12,3,a → e,da,syllable omission,3,3,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,22,4,a → e,da,syllable omission,6,5,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,10,5,a → e,da,syllable omission,1,5,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,10,4,a → e,da,syllable omission,1,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,25,4,a → e,da,syllable omission,8,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,10,5,a → e,da,syllable omission,9,2,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,23,3,a → e,da,syllable omission,2,4,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,18,3,a → e,da,syllable omission,9,3,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,9,4,a → e,da,syllable omission,8,5,da,,,,,,,,,,,,,,,,,,,,
dada,noun,family,dede,vowel substitution,19,5,a → e,da,syllable omission,4,4,da,,,,,,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,5,3,b → d,bebe,vowel substitution,23,5,i → e,bi,syllable omission,5,5,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,14,1,b → d,bebe,vowel substitution,16,3,i → e,bi,syllable omission,10,4,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,10,3,b → d,bebe,vowel substitution,11,2,i → e,bi,syllable omission,4,3,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,6,3,b → d,bebe,vowel substitution,15,4,i → e,bi,syllable omission,2,5,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,17,2,b → d,bebe,vowel substitution,21,2,i → e,bi,syllable omission,2,2,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,13,2,b → d,bebe,vowel substitution,14,1,i → e,bi,syllable omission,1,4,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,9,5,b → d,bebe,vowel substitution,8,1,i → e,bi,syllable omission,8,3,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,14,4,b → d,bebe,vowel substitution,5,3,i → e,bi,syllable omission,7,3,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,11,5,b → d,bebe,vowel substitution,14,5,i → e,bi,syllable omission,2,3,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,12,1,b → d,bebe,vowel substitution,17,2,i → e,bi,syllable omission,1,3,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,20,3,b → d,bebe,vowel substitution,12,2,i → e,bi,syllable omission,10,3,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,9,3,b → d,bebe,vowel substitution,13,5,i → e,bi,syllable omission,8,4,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,8,5,b → d,bebe,vowel substitution,16,1,i → e,bi,syllable omission,5,2,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,14,4,b → d,bebe,vowel substitution,6,3,i → e,bi,syllable omission,7,3,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,10,4,b → d,bebe,vowel substitution,23,1,i → e,bi,syllable omission,10,5,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,10,5,b → d,bebe,vowel substitution,10,2,i → e,bi,syllable omission,9,5,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,20,1,b → d,bebe,vowel substitution,5,5,i → e,bi,syllable omission,3,5,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,15,4,b → d,bebe,vowel substitution,9,4,i → e,bi,syllable omission,1,5,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,17,3,b → d,bebe,vowel substitution,17,4,i → e,bi,syllable omission,4,4,bi,,,,,,,,,,,,,,,
bibi,noun,family,didi,letter reversal,5,1,b → d,bebe,vowel substitution,19,2,i → e,bi,syllable omission,3,4,bi,,,,,,,,,,,,,,,
babu,noun,family,dadu,letter reversal,15,5,b → d,bebu,vowel substitution,9,3,a → e,babo,vowel substitution,16,2,u → o,bu,syllable omission,1,4,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,15,2,b → d,bebu,vowel substitution,5,3,a → e,babo,vowel substitution,9,4,u → o,bu,syllable omission,9,5,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,19,1,b → d,bebu,vowel substitution,7,3,a → e,babo,vowel substitution,7,1,u → o,bu,syllable omission,2,4,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,17,2,b → d,bebu,vowel substitution,19,2,a → e,babo,vowel substitution,6,5,u → o,bu,syllable omission,7,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,14,4,b → d,bebu,vowel substitution,24,4,a → e,babo,vowel substitution,10,1,u → o,bu,syllable omission,10,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,19,5,b → d,bebu,vowel substitution,6,3,a → e,babo,vowel substitution,16,5,u → o,bu,syllable omission,5,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,10,5,b → d,bebu,vowel substitution,7,5,a → e,babo,vowel substitution,11,3,u → o,bu,syllable omission,5,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,17,1,b → d,bebu,vowel substitution,5,1,a → e,babo,vowel substitution,15,2,u → o,bu,syllable omission,7,4,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,18,4,b → d,bebu,vowel substitution,17,4,a → e,babo,vowel substitution,22,4,u → o,bu,syllable omission,10,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,8,4,b → d,bebu,vowel substitution,11,5,a → e,babo,vowel substitution,11,4,u → o,bu,syllable omission,8,3,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,10,4,b → d,bebu,vowel substitution,19,1,a → e,babo,vowel substitution,23,1,u → o,bu,syllable omission,8,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,8,5,b → d,bebu,vowel substitution,16,4,a → e,babo,vowel substitution,12,3,u → o,bu,syllable omission,8,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,11,5,b → d,bebu,vowel substitution,6,2,a → e,babo,vowel substitution,9,4,u → o,bu,syllable omission,2,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,11,1,b → d,bebu,vowel substitution,24,4,a → e,babo,vowel substitution,11,5,u → o,bu,syllable omission,8,5,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,11,3,b → d,bebu,vowel substitution,22,4,a → e,babo,vowel substitution,18,1,u → o,bu,syllable omission,2,3,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,12,5,b → d,bebu,vowel substitution,9,4,a → e,babo,vowel substitution,24,2,u → o,bu,syllable omission,6,3,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,16,3,b → d,bebu,vowel substitution,17,4,a → e,babo,vowel substitution,9,3,u → o,bu,syllable omission,3,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,8,2,b → d,bebu,vowel substitution,14,1,a → e,babo,vowel substitution,6,2,u → o,bu,syllable omission,9,4,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,9,5,b → d,bebu,vowel substitution,16,3,a → e,babo,vowel substitution,24,1,u → o,bu,syllable omission,1,2,ba,,,,,,,,,,
babu,noun,family,dadu,letter reversal,6,5,b → d,bebu,vowel substitution,6,3,a → e,babo,vowel substitution,5,5,u → o,bu,syllable omission,10,4,ba,,,,,,,,,,
Jumapili,noun,days,Juampili,letter swap,12,3,ma → am,Jumepili,vowel substitution,16,1,a → e,Jumapele,vowel substitution,5,3,i → e,Jomapili,vowel substitution,18,1,u → o,Jumapiri,consonant confusion,17,1,l → r,mapili,syllable omission,7,3,Ju
Jumapili,noun,days,Juampili,letter swap,6,1,ma → am,Jumepili,vowel substitution,6,4,a → e,Jumapele,vowel substitution,14,3,i → e,Jomapili,vowel substitution,13,5,u → o,Jumapiri,consonant confusion,9,5,l → r,mapili,syllable omission,2,3,Ju
Jumapili,noun,days,Juampili,letter swap,13,4,ma → am,Jumepili,vowel substitution,12,5,a → e,Jumapele,vowel substitution,10,1,i → e,Jomapili,vowel substitution,22,5,u → o,Jumapiri,consonant confusion,10,4,l → r,mapili,syllable omission,3,4,Ju
Jumapili,noun,days,Juampili,letter swap,10,1,ma → am,Jumepili,vowel substitution,9,5,a → e,Jumapele,vowel substitution,6,1,i → e,Jomapili,vowel substitution,10,2,u → o,Jumapiri,consonant confusion,15,5,l → r,mapili,syllable omission,9,5,Ju
Jumapili,noun,days,Juampili,letter swap,11,3,ma → am,Jumepili,vowel substitution,19,2,a → e,Jumapele,vowel substitution,5,5,i → e,Jomapili,vowel substitution,12,5,u → o,Jumapiri,consonant confusion,6,5,l → r,mapili,syllable omission,5,2,Ju
Jumapili,noun,days,Juampili,letter swap,12,2,ma → am,Jumepili,vowel substitution,10,5,a → e,Jumapele,vowel substitution,10,5,i → e,Jomapili,vowel substitution,13,1,u → o,Jumapiri,consonant confusion,18,5,l → r,mapili,syllable omission,9,4,Ju
Jumapili,noun,days,Juampili,letter swap,6,1,ma → am,Jumepili,vowel substitution,25,3,a → e,Jumapele,vowel substitution,13,5,i → e,Jomapili,vowel substitution,23,1,u → o,Jumapiri,consonant confusion,20,2,l → r,mapili,syllable omission,8,2,Ju
Jumapili,noun,days,Juampili,letter swap,10,2,ma → am,Jumepili,vowel substitution,23,3,a → e,Jumapele,vowel substitution,6,5,i → e,Jomapili,vowel substitution,5,4,u → o,Jumapiri,consonant confusion,16,3,l → r,mapili,syllable omission,4,3,Ju
Jumapili,noun,days,Juampili,letter swap,14,4,ma → am,Jumepili,vowel substitution,24,1,a → e,Jumapele,vowel substitution,24,3,i → e,Jomapili,vowel substitution,13,2,u → o,Jumapiri,consonant confusion,15,3,l → r,mapili,syllable omission,7,4,Ju
Jumapili,noun,days,Juampili,letter swap,3,2,ma → am,Jumepili,vowel substitution,5,1,a → e,Jumapele,vowel substitution,11,5,i → e,Jomapili,vowel substitution,13,2,u → o,Jumapiri,consonant confusion,7,3,l → r,mapili,syllable omission,1,4,Ju
Jumapili,noun,days,Juampili,letter swap,10,3,ma → am,Jumepili,vowel substitution,14,3,a → e,Jumapele,vowel substitution,18,3,i → e,Jomapili,vowel substitution,14,2,u → o,Jumapiri,consonant confusion,15,2,l → r,mapili,syllable omission,1,3,Ju
Jumapili,noun,days,Juampili,letter swap,5,2,ma → am,Jumepili,vowel substitution,18,1,a → e,Jumapele,vowel substitution,18,5,i → e,Jomapili,vowel substitution,24,3,u → o,Jumapiri,consonant confusion,18,4,l → r,mapili,syllable omission,2,3,Ju
